filename,label
20101005T132240_walk.npy,1
20101117T132240_walk.npy,1
20120703T102550_walk.npy,1
20120717T103748_walk.npy,1
20120717T105021_walk.npy,1
20120809T100115_walk.npy,1
20120829T125604_walk.npy,1
20121101T095248_walk.npy,1
20121122T140316_walk.npy,1
20121213T105755_walk.npy,1
20130410T105446_walk.npy,1
20130606T134651_walk.npy,1
20130620T121501_walk.npy,1
20130806T105329_walk.npy,1
20130904T115007_walk.npy,1
20130910T105157_walk.npy,1
20130917T114750_walk.npy,1
20130924T105459_walk.npy,1
20130924T115413_walk.npy,1
20130926T094605_walk.npy,1
20131105T103758_walk.npy,1
20131126T104419_walk.npy,1
20131127T115511_walk.npy,1
20140116T125000_walk.npy,1
20140205T110432_walk.npy,1
20110929T094056_walk.npy,1
20111116T124303_walk.npy,1
20120118T113903_walk.npy,1
20120321T105315_walk.npy,1
20120327T114407_walk.npy,1
20120418T115008_walk.npy,1
20120508T105413_walk.npy,1
20140410T152849_walk.npy,1
20140320T120724_walk.npy,1
20140617T103150_walk.npy,1
20140325T151745_walk.npy,1
20140321T102945_walk.npy,1
20140506T165539_walk.npy,1
20140325T090726_walk.npy,1
20140320T165100_walk.npy,1
20140319T174655_walk.npy,1
20160331T100329_walk.npy,1
20140324T102916_walk.npy,1
20160205T083943_walk.npy,1
20140326T134215_walk.npy,1
20160224T082034_walk.npy,1
20140414T094847_walk.npy,1
20140331T103844_walk.npy,1
20140523T113613_walk.npy,1
20140411T092355_walk.npy,1
20140410T160801_walk.npy,1
20160613T124827_walk.npy,1
20151008T130905_walk.npy,1
20140513T164936_walk.npy,1
20140408T132129_walk.npy,1
20140331T141326_walk.npy,1
20140424T122129_walk.npy,1
20140402T114108_walk.npy,1
20140505T170702_walk.npy,1
20140410T132547_walk.npy,1
20140407T121948_walk.npy,1
20140408T134950_walk.npy,1
20160804T113749_walk.npy,1
20140417T172925_walk.npy,1
20140502T125436_walk.npy,1
20140411T100434_walk.npy,1
20140409T142458_walk.npy,1
20140501T122450_walk.npy,1
20140414T103836_walk.npy,1
20150414T142027_walk.npy,1
20140428T095137_walk.npy,1
20150603T112148_walk.npy,1
20140430T102654_walk.npy,1
20140415T132354_walk.npy,1
20140422T143448_walk.npy,1
20160621T101438_walk.npy,1
20150528T112418_walk.npy,1
20150528T132552_walk.npy,1
20140429T142750_walk.npy,1
20150519T153202_walk.npy,1
20150520T100309_walk.npy,1
20140424T165440_walk.npy,1
20150625T111628_walk.npy,1
20160817T103839_walk.npy,1
20150526T162626_walk.npy,1
20150610T075705_walk.npy,1
20150616T091801_walk.npy,1
20150610T092125_walk.npy,1
20150529T101931_walk.npy,1
20150626T070808_walk.npy,1
20140508T151620_walk.npy,1
20150706T084232_walk.npy,1
20150526T114627_walk.npy,1
20150601T103754_walk.npy,1
20150624T060429_walk.npy,1
20150601T080909_walk.npy,1
20150612T071711_walk.npy,1
20140423T150216_walk.npy,1
20150608T102006_walk.npy,1
20150608T123745_walk.npy,1
20150603T092634_walk.npy,1
20150615T075854_walk.npy,1
20140425T141056_walk.npy,1
20150622T091634_walk.npy,1
20150626T090156_walk.npy,1
20150624T122619_walk.npy,1
20150624T082254_walk.npy,1
20150702T111854_walk.npy,1
20150710T070953_walk.npy,1
20150706T112911_walk.npy,1
20150702T134211_walk.npy,1
20140502T152941_walk.npy,1
20150713T113223_walk.npy,1
20150731T092120_walk.npy,1
20150714T102217_walk.npy,1
20150721T122748_walk.npy,1
20150717T094852_walk.npy,1
20150715T083242_walk.npy,1
20140423T143432_walk.npy,1
20150805T112728_walk.npy,1
20150721T101541_walk.npy,1
20150729T112740_walk.npy,1
20150720T124409_walk.npy,1
20150731T121928_walk.npy,1
20150804T172156_walk.npy,1
20150804T144820_walk.npy,1
20150807T091758_walk.npy,1
20150807T080140_walk.npy,1
20150819T103316_walk.npy,1
20140502T140340_walk.npy,1
20150818T132547_walk.npy,1
20150811T160202_walk.npy,1
20150824T093306_walk.npy,1
